name,link,cost for 2,cuisines,ratings,reviews,address
"share eat Restaurant, Phulwari Sharif",https://www.zomato.com/patna/share-eat-6-phulwari-sharif,150,Desserts,3.4,11," Near Bauli Per, Chotti Badalpura, Khagaul, Phulwari Sharif, Patna"
"ambar restaurant Restaurant, Bakerganj",https://www.zomato.com/patna/ambar-restaurant-bakerganj,"1,000","North Indian, Chinese",3.2,26," Opposite PMCH Main Gate, Ashok Raj Path, Bakerganj, Patna"
"barbeque biryani lounge Restaurant, Phulwari Sharif",https://www.zomato.com/patna/barbeque-biryani-lounge-phulwari-sharif,"1,400","Biryani, Chinese, Indian, Mughlai, BBQ",2.7,30, 
"dehati dhaba Restaurant, Kankarbagh",https://www.zomato.com/patna/dehati-dhaba-kankarbagh,300,North Indian,3.1,34," Opposite Ishan International School, 90 ft Road, Malai Pakri, Kankarbagh, Patna"
"well food Restaurant, Kankarbagh",https://www.zomato.com/patna/the-well-food-kankarbagh,300,"North Indian, Chinese",3.0,16," Karbigahiya Station Road, Opposite Main Gate, Kankarbagh, Patna"
"masala express coffee shop Restaurant, Golambar",https://www.zomato.com/patna/masala-express-the-coffee-shop-golambar,600,Cafe,3.3,35," The Premiere Square, Elphin Stone Building, Gandhi Maidan, Golambar, Patna"
"gogo ice cream shakes Restaurant, Begampur",https://www.zomato.com/patna/gogo-ice-cream-shakes-begampur,100,"Beverages, Ice Cream",3.4,19," Shop 1, GoGo Ice-Cream & Shakes, Raj Kumar Market, Patna City Chowk, Near Begampur, Patna"
"monginis Restaurant, Kurji",https://www.zomato.com/patna/monginis-1-kurji,200,Bakery,3.4,27," Near P&M Mall, Opposite Loyala School, Kurji, Patna"
"marwari basa Restaurant, Kidwaipuri",https://www.zomato.com/patna/marwari-basa-kidwaipuri,300,North Indian,3.4,23," Goyal House, Near Bandhan Bank, SK Puri, Patna"
"quality sweets chat Restaurant, Hajipur",https://www.zomato.com/patna/quality-sweets-and-chat-hajipur,200,Mithai,3.5,31," Gandhi Chowk, Lalgang Road, Hajipur, Hajipur, Patna"
"biryani plaza Restaurant, Kankarbagh",https://www.zomato.com/patna/the-biryani-plaza-kankarbagh,400,Biryani,2.8,40," Kumrar, Near Railway Gumti, Kankarbagh, Patna"
"t2 tasty dhaba family restaurant Restaurant, Kankarbagh",https://www.zomato.com/patna/t2-tasty-dhaba-family-restaurant-kankarbagh,200,"Chinese, Fast Food",3.5,41," Bhagwat Nagar, New Byepass, Near NRL Petrol Pump, Kankarbagh, Patna"
"wah ji fast food Restaurant, Golambar",https://www.zomato.com/patna/wah-ji-fast-food-golambar,200,Fast Food,3.3,47," Maurya Lol Gate 1, Kotwali Chauraha, Golambar, Patna"
"patna fried chicken Restaurant, Kankarbagh",https://www.zomato.com/patna/patna-fried-chicken-kankarbagh,200,"North Indian, Fast Food",3.5,30," A 97, P.C. Colony, Tiwari Bechar Road, Behind Gravity Mall, Kankarbagh, Patna"
"chaat xpress Restaurant, Fraser Road Area",https://www.zomato.com/patna/chaat-xpress-fraser-road-area,150,Street Food,3.1,32," Patna Central Mall, Fraser Road, Patna, Fraser Road Area, Patna"
"khansama foods Restaurant, Patliputra Colony",https://www.zomato.com/patna/khansama-foods-patliputra-colony,400,"Biryani, Indian, Mughlai, North Indian, Roast Chicken",3.7,40," 216, Patliputra Colony, Near Golumber, Patna"
"cake factory Restaurant, Rajendra Nagar",https://www.zomato.com/patna/the-cake-factory-rajendra-nagar,350,"Bakery, Desserts",3.3,37," Ground Floor, Bhawnani Complex, Rajendra Path, Near Mahalaxmi Complex, Rajendra Nagar, Patna"
